WKT,nama,deskripsi
"POLYGON ((110.0262187 -7.8912926, 110.0385784 -7.903535, 110.0660442 -7.9184974, 110.1182292 -7.9375397, 110.1553081 -7.9525009, 110.2047466 -7.9837816, 110.287144 -8.0164199, 110.3448223 -8.0300184, 110.3516887 -8.0490555, 110.3791545 -8.0721708, 110.4148601 -8.0898463, 110.4560588 -8.107521, 110.5137371 -8.1238355, 110.5851482 -8.1401493, 110.6840251 -8.1836494, 110.7059978 -8.186368, 110.7046245 -8.1986015, 110.7197307 -8.1972423, 110.7375835 -8.195883, 110.7705425 -8.1972423, 110.7938884 -8.1931645, 110.8323406 -8.206757, 110.8323406 -8.1972423, 110.8323406 -8.1768528, 110.8186077 -8.1646187, 110.8117412 -8.1496653, 110.8007549 -8.1618999, 110.7856487 -8.1469465, 110.7938884 -8.122476, 110.7842754 -8.0952847, 110.7732891 -8.0585737, 110.7595562 -8.0354576, 110.754063 -8.0109803, 110.763676 -7.9960213, 110.7691692 -7.9661015, 110.7677959 -7.9171372, 110.7732891 -7.8940131, 110.7815288 -7.8722481, 110.7856487 -7.8532028, 110.7815288 -7.8409589, 110.7883953 -7.8205516, 110.7691692 -7.8055857, 110.7595562 -7.8273542, 110.7430767 -7.8164701, 110.7320903 -7.8001434, 110.7156108 -7.7906192, 110.7087444 -7.8069462, 110.678532 -7.8069462, 110.6689189 -7.7919798, 110.6565593 -7.8028645, 110.6469463 -7.7919798, 110.6345867 -7.7987828, 110.6208538 -7.7974222, 110.6084941 -7.794701, 110.603001 -7.8055857, 110.5851482 -7.8042251, 110.5755352 -7.8015039, 110.5782817 -7.7878979, 110.5549358 -7.7797341, 110.5508159 -7.794701, 110.5315898 -7.7933404, 110.5137371 -7.7851767, 110.5096172 -7.7674881, 110.4931377 -7.7674881, 110.4931377 -7.7497987, 110.4876445 -7.7239437, 110.4766582 -7.670868, 110.4670452 -7.6041737, 110.4450725 -7.5429147, 110.4340862 -7.5456375, 110.4121135 -7.570142, 110.3805278 -7.6014512, 110.3448223 -7.6273137, 110.3132366 -7.6490914, 110.2981304 -7.6654239, 110.2789043 -7.6940044, 110.2665447 -7.7048916, 110.2651714 -7.6871997, 110.2624248 -7.6667849, 110.2637981 -7.6531746, 110.2569316 -7.6409249, 110.2390789 -7.6518135, 110.2157329 -7.6490914, 110.2047466 -7.6531746, 110.1868938 -7.6477303, 110.1717876 -7.6463692, 110.1470684 -7.6463692, 110.1319622 -7.6531746, 110.1209758 -7.6695069, 110.1347087 -7.6844778, 110.1292156 -7.699448, 110.1374553 -7.711696, 110.1278423 -7.7470772, 110.1141094 -7.7770128, 110.0948833 -7.7878979, 110.0729106 -7.8123884, 110.0591777 -7.8219121, 110.0536846 -7.8436798, 110.0440715 -7.8559236, 110.0426982 -7.8790498, 110.0262187 -7.8912926))",DIY,
