WKT,name,description
"POLYGON ((106.7242502 -6.0869744, 106.7232203 -6.0907296, 106.7160105 -6.0927779, 106.7108606 -6.0951676, 106.7050242 -6.0968745, 106.7009043 -6.0965331, 106.6954111 -6.0965331, 106.6885447 -6.0965331, 106.6875147 -6.0999469, 106.6885447 -6.1037021, 106.6912912 -6.1074572, 106.6950678 -6.1088227, 106.6967844 -6.1122364, 106.6912912 -6.1132606, 106.6882013 -6.1132606, 106.6906046 -6.117357, 106.6892313 -6.1224775, 106.6864847 -6.128622, 106.688888 -6.1310115, 106.6909479 -6.1340837, 106.6916346 -6.1374973, 106.6895746 -6.1402281, 106.6861414 -6.1426176, 106.6864847 -6.1467138, 106.6875147 -6.1511513, 106.6868281 -6.1559301, 106.6861414 -6.1600262, 106.6895746 -6.1593436, 106.688888 -6.163781, 106.6885447 -6.1675357, 106.6882013 -6.1712904, 106.6912912 -6.1736797, 106.6971277 -6.175045, 106.7036509 -6.179141, 106.7088007 -6.1811889, 106.7139505 -6.1849435, 106.7170405 -6.1869915, 106.7170405 -6.1927939, 106.721847 -6.1921113, 106.7242502 -6.1927939, 106.7242502 -6.1968897, 106.7232203 -6.1992789, 106.7228769 -6.2057639, 106.7204737 -6.2098596, 106.7184137 -6.2139553, 106.7163538 -6.2211227, 106.7232203 -6.2238531, 106.7328333 -6.224877, 106.7393564 -6.2235118, 106.7414164 -6.2276073, 106.7451929 -6.2313616, 106.744163 -6.236481, 106.7479395 -6.2378461, 106.7479395 -6.241259, 106.7475962 -6.2463783, 106.7472529 -6.2494499, 106.7506861 -6.2497912, 106.7530893 -6.250815, 106.753776 -6.2552516, 106.753776 -6.2590057, 106.7513727 -6.2607121, 106.7558359 -6.2627597, 106.7534327 -6.2648074, 106.7530893 -6.2692439, 106.7499994 -6.2716328, 106.7506861 -6.2743629, 106.7541193 -6.2743629, 106.7578959 -6.2740216, 106.7575525 -6.2784581, 106.7602991 -6.2846008, 106.7651056 -6.2852833, 106.7685389 -6.2880134, 106.7671656 -6.2948385, 106.7709421 -6.2951797, 106.774032 -6.3002985, 106.7702555 -6.303711, 106.7747187 -6.3043935, 106.7736887 -6.3105359, 106.7771219 -6.3129246, 106.7808985 -6.3170194, 106.7891382 -6.3159957, 106.7929148 -6.3132658, 106.7977213 -6.3153132, 106.8049311 -6.3146308, 106.8087076 -6.314972, 106.8063044 -6.3204318, 106.8039011 -6.3262328, 106.7997812 -6.33101, 106.7994379 -6.3357872, 106.7990946 -6.3579664, 106.7970347 -6.3463651, 106.7925715 -6.3484124, 106.7929148 -6.3552367, 106.7932581 -6.3596724, 106.7939447 -6.365473, 106.7997812 -6.365473, 106.8052744 -6.3634257, 106.8111109 -6.3641082, 106.8155741 -6.3579664, 106.818664 -6.3548955, 106.828277 -6.3569428, 106.8354868 -6.3552367, 106.8368601 -6.3514833, 106.84098 -6.3504597, 106.8378901 -6.3473887, 106.8341135 -6.3439765, 106.8372034 -6.3405643, 106.8430399 -6.3429529, 106.8471598 -6.3398819, 106.849563 -6.335446, 106.8526529 -6.3391994, 106.8526529 -6.3432941, 106.8574595 -6.3501185, 106.8553995 -6.3545543, 106.8639826 -6.3548955, 106.8670725 -6.3538718, 106.8722223 -6.3528482, 106.8746256 -6.3562603, 106.870849 -6.3603549, 106.8784021 -6.3613785, 106.8797754 -6.3644494, 106.883552 -6.3644494, 106.8838953 -6.3702498, 106.8887018 -6.3682026, 106.8959116 -6.3726383, 106.8979715 -6.3685438, 106.9020914 -6.368885, 106.9044947 -6.3627433, 106.9089579 -6.3606961, 106.9141077 -6.3661554, 106.916511 -6.3613785, 106.9147944 -6.3569428, 106.9171976 -6.3508009, 106.9161677 -6.34773, 106.9182276 -6.3432941, 106.9189142 -6.3381758, 106.9206308 -6.3316925, 106.9202875 -6.3282802, 106.9199442 -6.3245266, 106.9223475 -6.3183844, 106.9220041 -6.314972, 106.9206308 -6.3115596, 106.9223475 -6.3033697, 106.9192576 -6.299616, 106.9158243 -6.2965447, 106.9120478 -6.299616, 106.9093012 -6.294156, 106.9096445 -6.2897197, 106.9099878 -6.2852833, 106.9082712 -6.2818707, 106.9086145 -6.2750454, 106.9099878 -6.2716328, 106.9051813 -6.2699264, 106.9034647 -6.2637835, 106.9068979 -6.2603708, 106.9106745 -6.2586644, 106.9093012 -6.2552516, 106.9127344 -6.2562755, 106.9151377 -6.2590057, 106.915481 -6.2555929, 106.9182276 -6.2525214, 106.9206308 -6.2494499, 106.9226908 -6.2545691, 106.9264673 -6.2545691, 106.9299006 -6.2545691, 106.937797 -6.2525214, 106.9422602 -6.253204, 106.9443201 -6.2487673, 106.9429468 -6.2422829, 106.9405436 -6.2378461, 106.9450068 -6.2340919, 106.9467234 -6.2289725, 106.9477533 -6.2238531, 106.9504999 -6.2194161, 106.9566797 -6.2194161, 106.9587397 -6.2142966, 106.9632029 -6.2146379, 106.9662928 -6.2095183, 106.9669794 -6.2050813, 106.9652628 -6.2016681, 106.9666361 -6.1989376, 106.9659494 -6.1955245, 106.969726 -6.1951831, 106.9714426 -6.1904047, 106.9717859 -6.1869915, 106.9717859 -6.174021, 106.970756 -6.1624156, 106.9735026 -6.1480792, 106.9717859 -6.1419349, 106.970756 -6.1306702, 106.969726 -6.1252084, 106.969726 -6.114626, 106.9714426 -6.1077986, 106.968696 -6.0985814, 106.9693827 -6.0924366, 106.9690394 -6.0828777, 106.9669794 -6.0767327, 106.9621729 -6.0722945, 106.9515299 -6.0722945, 106.9333338 -6.0726359, 106.9072413 -6.0729773, 106.884582 -6.0729773, 106.8639826 -6.0740015, 106.8437265 -6.0726359, 106.8238138 -6.0736601, 106.8052744 -6.0736601, 106.7905115 -6.0726359, 106.7781519 -6.0743429, 106.7637323 -6.0757085, 106.7551493 -6.0740015, 106.7434763 -6.0740015, 106.7342066 -6.0740015, 106.7242502 -6.0869744))",DKI Jakarta,
